id,title,company,location,description,job_url,source,created_at,logo,employer_id,employer_name,source_careers_url,employment_type,first_seen_at,last_seen_at,raw_text_snippet,posted_at,closing_date
834f6bd8-e1bb-4f7a-869e-d88c4277e99d,"Software Engineer, Frontend",Roku,"Cambridge, England, United Kingdom",,https://uk.linkedin.com/jobs/view/software-engineer-frontend-at-roku-4337200300?position=20&pageNum=0&refId=aIN2qRHZGCKSAYMd5k38zQ%3D%3D&trackingId=M6EwP94QXqNA2vUIPtU02Q%3D%3D,LinkedIn Scraper,2026-02-02T23:01:37.946533+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
d58b7f3e-22f1-444b-ac98-9b13c9df5eb1,Software Engineer,Microsoft,"London, England, United Kingdom",,https://uk.linkedin.com/jobs/view/software-engineer-at-microsoft-4360670664?position=21&pageNum=0&refId=aIN2qRHZGCKSAYMd5k38zQ%3D%3D&trackingId=ADAAGbWYmzJcr6lX%2F5ArTA%3D%3D,LinkedIn Scraper,2026-02-02T23:01:38.057855+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
0c4fb410-dd8d-479d-9de7-ffec3d2f8b90,Software Developer,targetjobs UK,"Leeds, England, United Kingdom",,https://uk.linkedin.com/jobs/view/software-developer-at-targetjobs-uk-4303672047?position=22&pageNum=0&refId=aIN2qRHZGCKSAYMd5k38zQ%3D%3D&trackingId=YtKWJfHSGARDaxMPnoUETQ%3D%3D,LinkedIn Scraper,2026-02-02T23:01:38.187472+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
70cf9d38-0c96-4128-ad42-234ae647a5da,Founding Engineer (£240k+ ),Jack & Jill,"London, England, United Kingdom",,https://uk.linkedin.com/jobs/view/founding-engineer-%C2%A3240k%2B-at-jack-jill-4356721592?position=23&pageNum=0&refId=aIN2qRHZGCKSAYMd5k38zQ%3D%3D&trackingId=vTH7PnEttAR2F0AZhJsprw%3D%3D,LinkedIn Scraper,2026-02-02T23:01:38.312109+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
fe8265f4-b151-45c6-9c3f-a9d88c76aae7,Supply Chain Solutions Engineer,,Panama,,"https://www.glassdoor.co.uk/job-listing/supply-chain-solutions-engineer-grainger-JV_KO0,31_KE32,40.htm?jl=1010017393630",Glassdoor,2026-02-03T04:40:37.466079+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
86a11ed5-a78b-4c0b-ac3b-20328b2e106c,Junior Python Software Engineer,Validus Risk Management,"London, England, United Kingdom",,https://uk.linkedin.com/jobs/view/junior-python-software-engineer-at-validus-risk-management-4367447441?position=24&pageNum=0&refId=aIN2qRHZGCKSAYMd5k38zQ%3D%3D&trackingId=2%2Ffh7Ywj616bVR%2BCh2APLQ%3D%3D,LinkedIn Scraper,2026-02-02T23:01:38.443215+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
373802ca-9f91-4988-94a8-1c58a87b51ae,Junior Software Engineer,McLaren Racing,"Woking, England, United Kingdom",,https://uk.linkedin.com/jobs/view/junior-software-engineer-at-mclaren-racing-4366739277?position=25&pageNum=0&refId=aIN2qRHZGCKSAYMd5k38zQ%3D%3D&trackingId=aqjhzy40wfskQYOLbk0tPg%3D%3D,LinkedIn Scraper,2026-02-02T23:01:38.557029+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
42bd4513-ae1b-43a8-8b25-bfe50cf219f0,Junior Software Engineer,McLaren Racing,"Woking, England, United Kingdom","About the job

Purpose of the Role:

The purpose of this role is to analyse, design and engineer innovative software solutions to projects aligned with the requirements of McLaren Racing.

Role Dimensions: 

The Software & Data Science department is responsible for the analysis, design, and delivery of bespoke software tools which ultimately help improve our Formula 1 car's performance. This starts with aerodynamicists submitting designs via the CFD Portal, through wind tunnel data acquisition, processing, and analysis, to simulation and car setup optimisation, to trackside operational decision-making tools such as race strategy. We are a cross-functional group, bringing together data science, machine learning, software engineering, and DevOps to create solutions for our customers' needs.

As a Senior Associate Software Engineer, you will be involved in all stages of the development life cycle from initial analysis right through to deployment, monitoring, and support. Due to the nature of track and tunnel operations, some flexibility to work out of office hours and weekends will be required. The role will be primarily based at the McLaren Technology Centre with a proportion of the time spent working from home.

Principal Accountabilities: 


To take and understand project requirements to define specifications and to architect robust, scalable and testable software and system solutions.
To be involved in all stages of the development life cycle: initial analysis, design, implementation, build, integration, testing, deployment, debugging and support.
To confidently analyse and overcome technical challenges with workable and innovative solutions.
To work collaboratively with the team to make sure that all aspects of the project are delivered as planned.
To raise awareness of and mitigate against potential technical risks.
To maintain consistent standards and approaches adopted by the team.
To accurately estimate activity timescales and provide regular progress reports.
To efficiently manage your workload.
To keep up to date with the latest software development technologies and methodologies.
To freely share knowledge, insight, best practice, and ideas.



Knowledge, Skills and Experience: 

Essential


BSc in Computer Science or equivalent discipline (2:1 or above) or equivalent industry experience. 
High proficiency with at least one backend language used in a commercial setting (ideally C#/.NET or Python).
Experience with frontend technologies such as JavaScript, TypeScript, React, and CSS.
Experience using git in a collaborative environment (pull requests, feature branches).
Experience building maintainable codebases using the SOLID principles.
High competency in written and oral English language.



Desirable


Commercial experience working with agile/lean methodologies
Experience with Linux and running containers on Kubernetes.
Experience with SQL and document databases e.g. SQL Server and MongoDB.
Experience of multi-threaded application development.
Experience using cloud technologies e.g. Microsoft Azure.



Personal Attributes: 


Self-motivated with high levels of initiative. 
You enjoy working with people to solve problems, choosing the simplest and most elegant approach then iterating.
You're flexible and adaptable, detail orientated, and get satisfaction from delivering to a high standard.
Able to work autonomously under pressure and to tight deadlines. 
You recognise the importance of continuous learning and sharing that knowledge with others.
Approachable, with balanced judgment and a high level of personal integrity.",chrome-extension://kjnbfcokgcldcpghaolbkdnfemcmkhfh/popup.html,LinkedIn,2026-02-02T23:27:34.256723+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
bb8330dc-873e-48f1-8148-84f7a5fb9c52,"Software Engineer, Backend",DoorDash,"London, England, United Kingdom","About the TeamSevenRooms is a hospitality technology platform that powers restaurant operations and marketing, and was recently acquired by DoorDash! The SevenRooms product enables operators to automatically drive revenue & profitability by leveraging data to build direct relationships, deliver exceptional experiences, and increase repeat business. The SevenRooms ""In-Store"" Technology organization at DoorDash is committed to building products that help restaurants create magical experiences every day. We are a small, but rapidly growing team of 70+ engineers, scientists and builders who are on a mission to fundamentally transform the hospitality industry. Our tech stack includes Python, Typescript, ReactJS, Redux, Django, App Engine, Cloud Firestore, Memcache, Cloud Tasks, Firebase, BigQuery, Elasticsearch, and more.About the RoleWe're looking for a strong Backend-focused Software Engineer who is excited to engineer highly performant, mission-critical systems that are designed for agile development and rapid scaling. You will partner with other engineers, product managers and designers who are dedicated to engineering real solutions that empower our In-Store team for growth. You will be joining an organization of engineering professionals working to fundamentally transform the hospitality industry through innovative technology solutions.You're excited about this opportunity because you will…Design, develop, test, deploy, maintain and improve software. Focus strongly on customer-facing features that create magical experiences for restaurant partners. Be the technical owner of features from design to implementation. Take ownership of ongoing support and ensure high-quality delivery throughout the development lifecycle.Manage individual project priorities, deadlines, code quality and deliverables. Participate in occasional on-call duties to keep software systems up and running smoothly. Partner with cross-functional teams including engineers, product managers and designers. Collaborate to engineer real solutions that drive growth and innovation in the hospitality industry. Work with cutting-edge technology stack. Utilize tools like Python, Django, and modern cloud infrastructure to build scalable solutions.We're excited about you because…You have a BS degree in Computer Science, similar technical field of study or equivalent professional experience with 3+ years of software engineering experience You have experience developing web applications with strong knowledge of algorithms, data structures, complexity analysis and software design You have experience with Python (preferred), or another modern backend technology, and are excited to work with our modern technology stackYou are passionate about building customer-facing features and take ownership of technical solutions from conception to deployment You thrive in collaborative environments and are excited to work with cross-functional teams to solve complex problems in the hospitality industryNotice to Applicants for Jobs Located in NYC or Remote Jobs Associated With Office in NYC OnlyWe use Covey as part of our hiring and/or promotional process for jobs in NYC and certain features may qualify it as an AEDT in NYC. As part of the hiring and/or promotion process, we provide Covey with job requirements and candidate submitted applications. We began using Covey Scout for Inbound from August 21, 2023, through December 21, 2023, and resumed using Covey Scout for Inbound again on June 29, 2024.The Covey tool has been reviewed by an independent auditor. Results of the audit may be viewed here: CoveyAbout SevenRoomsIn 2011, Joel Montaniel, Allison Page, and Kinesh Patel founded SevenRooms after noticing that hospitality operators were missing a critical ingredient in the systems they were using to run their business: guest data. What began as a mission to help restaurants better understand and serve their guests evolved into a powerful platform used by merchants around the world.With best-in-class tools for marketing, operations, and guest experience — all deeply integrated with its industry-leading CRM — SevenRooms empowers operators to drive revenue, streamline operations, and deliver experiences that keep guests coming back.In 2025, DoorDash acquired SevenRooms to strengthen its in-store strategy and expand its merchant-first offerings. The combination brings together DoorDash's scale, reach, and digital innovation with SevenRooms' in-store capabilities to support hospitality businesses across every channel — from discovery and delivery to on-premise dining.As DoorDash builds out its in-store capabilities, SevenRooms plays a central role in enabling merchants to grow their businesses and connect more meaningfully with guests, whether they're ordering online or dining in. This move reflects DoorDash's broader commitment to empowering local businesses, fostering stronger connections between consumers and the places they love, and building technology that meets merchants — and their customers — wherever they are.",https://uk.linkedin.com/jobs/view/software-engineer-backend-at-doordash-4296369615?position=1&pageNum=0&refId=Mh%2BCCUoeqt%2BznNfofRo8EA%3D%3D&trackingId=YVhFiiMeYDv3hoHD6J%2FHFQ%3D%3D,LinkedIn Scraper,2026-02-03T04:35:56.542895+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
529eb2ef-9520-4c81-94b3-b988026aa226,"Software Engineer, New Grad",Stripe,"London, England, United Kingdom","Who we areAbout StripeStripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.About The TeamStripe offers an interesting middle ground between joining a small startup and going to work for a multinational company. We have systems and processes optimized for early-career professionals. You will be in an environment that prizes rigor, discipline, and reliability—from our products, from our ways of working, and from our colleagues. You will learn how the best teams put together extremely reliable systems, and you will be responsible for operating these systems, with adequate backup when things get tough.What you’ll doAs a company, we believe in end-to-end ownership of projects. For any given project, we have one person on point. While they don't necessarily have to do all the work themselves, it's their job to make sure all the work gets done. We launch betas and prototypes as early as we can. This helps ensure that we're building what users actually want. We contribute back to the community, often by building things we think are cool and by releasing open-source software.ResponsibilitiesWork on cross-functional projects, directly collaborating with other engineersGive meaningful feedback on code reviews and technical designsEnsure that the systems your team operates continue running well and can scale to meet the needs of our usersBuild the skills to own a project from beginning to end, learning project management and technical leadership skillsWho you areWe’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.Minimum RequirementsA Bachelor’s, Master’s, or PhD degree in computer science or a directly related field, obtained by summer 2026, or equivalent work experienceSome experience and familiarity with programming, either through side projects or classwork. We work mostly in Java, Ruby, JavaScript, Scala, and Go. We believe new programming languages can be learned if the fundamentals and general knowledge are presentExperience from either previous internships or working collaboratively on multi-person coding projects (in a university or professional setting)Ability to learn unfamiliar systems and form an understanding of those systems, through independent research and working with a mentor and subject matter expertsPreferred QualificationsOne or more areas of specialized knowledge balanced with general skills and knowledge, such as knowing more frontend technologies and, at a high level, how a service handles an HTTP requestExperience in code review practices, and an understanding of how to safely update production systemsFamiliarity with navigating and managing work in large code basesIn-office expectationsOffice-assigned Stripes in most of our locations are currently expected to spend at least 50% of the time in a given month in their local office or with users. This expectation may vary depending on role, team and location. For example, Stripes in our Bucharest, Romania site have an 80% in-office expectation, and those in Stripe Delivery Center roles in Mexico City, Mexico and Bengaluru, India work 100% from the office. Also, some teams have greater in-office attendance requirements, to appropriately support our users and workflows, which the hiring manager will discuss. This approach helps strike a balance between bringing people together for in-person collaboration and learning from each other, while supporting flexibility when possible.Pay and benefitsThe annual salary range for this role in the primary location is £60,000 - £90,000. This range may change if you are hired in another location. For sales roles, the range provided is the role’s On Target Earnings (“OTE”) range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role. This salary range may be inclusive of several career levels at Stripe and will be narrowed during the interview process based on a number of factors, including the candidate’s experience, qualifications, and specific location. Applicants interested in this role and who are not located in the primary location may request the annual salary range for their location during the interview process.Specific benefits and details about what compensation is included in the salary range listed above will vary depending on the applicant’s location and can be discussed in more detail during the interview process. Benefits/additional compensation for this role may include: equity, company bonus or sales commissions/bonuses; retirement plans; health benefits; and wellness stipends.",https://uk.linkedin.com/jobs/view/software-engineer-new-grad-at-stripe-4368310411?position=2&pageNum=0&refId=Mh%2BCCUoeqt%2BznNfofRo8EA%3D%3D&trackingId=wO3oU3tpSxlH%2FnMJptedOQ%3D%3D,LinkedIn Scraper,2026-02-03T04:35:56.664008+00:00,,,,,,2026-02-06T21:39:01.473877+00:00,2026-02-06T21:39:01.473877+00:00,,,
